type;varietal;food
Sparkling Wine;Asti (DOCG), Frizzante or Spumante;Plums
White Wine;Chardonnay;Plantains
Red Wine;Zinfandel;Pizza with Sausage
Red Wine;Malbec;Pizza with Sausage
Red Wine;Barbera DOC;Pizza with Sausage
Red Wine;Chianti DOCG;Pizza with Onions and Peppers
Red Wine;Cabernet Franc;Pizza with Onions and Peppers
Red Wine;Pinot Noir;Pizza with Mushrooms
Red Wine;Malbec;Pizza with Mushrooms
Red Wine;Chateauneuf du Pape, Red;Pizza with Mushrooms
Red Wine;Zinfandel;Pizza
Red Wine;Valpolicella;Pizza
Red Wine;Syrah;Pizza
Red Wine;Shiraz;Pizza
Red Wine;Sangiovese;Pizza
Pop;Root Beer;Pizza
Red Wine;Pinot Noir;Pizza
White Wine;Pinot Grigio;Pizza
Beer;Pilsner;Pizza
Beer;Oktoberfest Marzen;Pizza
Red Wine;Negroamaro;Pizza
Red Wine;Merlot;Pizza
Red Wine;Malbec;Pizza
Red Wine;Lambrusco;Pizza
Beer;Lager;Pizza
Red Wine;Dolcetto d'Alba DOC;Pizza
Red Wine;Chianti DOCG;Pizza
Red Wine;Chianti Classico DOCG;Pizza
Red Wine;Cabernet Sauvignon;Pizza
Red Wine;Cabernet Franc;Pizza
Red Wine;Cabernet Franc;Pizza
Red Wine;Cotes du Rhone, Red;Pizza
Beer;Beer;Pizza
Red Wine;Barbera DOC;Pizza
Red Wine;Baco Noir;Pizza
Beer;American Pale Ale;Pizza
Beer;American Amber Lager;Pizza
Beer;American Amber Ale;Pizza
Beer;Amber Ale;Pizza
Tea;Darjeeling;Pistachios
White Wine;Chardonnay, Unoaked;Pistachios
White Wine;Viognier;Pineapple
Liquor;Rum and Rum Based Drinks;Pineapple
White Wine;Riesling;Pineapple
Beer;Beer;Pineapple
White Wine;Vouvray;Pike
White Wine;Sauvignon Blanc;Pike
White Wine;Riesling, Alsace;Pike
Red Wine;Margaux;Pierre Robert Cheese
Beer;Bordeaux AOC Red;Pierre Robert Cheese
Beer;Beer;Pierre Robert Cheese
Rose;Cotes de Provence, Rose AOC;Picodon Cheese
Beer;Lager;Pickles
Red Wine;Dolcetto d'Asti DOC;Pickled Veal Tongue
Sherry;Sherry, Fino;Piave Cheese
Red Wine;Grenache;Piave Cheese
Sparkling Wine;Champagne, Rose;Piave Cheese
Red Wine;Zinfandel;Phildelphia Cheesesteak
Red Wine;Syrah;Phildelphia Cheesesteak
Red Wine;Shiraz;Phildelphia Cheesesteak
Red Wine;Merlot;Phildelphia Cheesesteak
Red Wine;Cabernet Sauvignon;Phildelphia Cheesesteak
Beer;Beer;Phildelphia Cheesesteak
Beer;Trappist;Pheasant
Red Wine;Syrah;Pheasant
Red Wine;Shiraz;Pheasant
Red Wine;Rioja, Red;Pheasant
White Wine;Riesling;Pheasant
Red Wine;Pinot Noir;Pheasant
Beer;Pale Ale;Pheasant
Beer;Old Ale;Pheasant
Red Wine;Merlot;Pheasant
Beer;Dubbel;Pheasant
White Wine;Chardonnay;Pheasant
Sparkling Wine;Champagne, Rose;Pheasant
Red Wine;Cabernet Sauvignon;Pheasant
Red Wine;Burgundy, Red;Pheasant
Beer;British Bitter;Pheasant
Red Wine;Bordeaux AOC Red;Pheasant
Beer;Biere De Garde;Pheasant
Red Wine;Barolo;Pheasant
Red Wine;Barbera DOC;Pheasant
Beer;Abbey Beer;Pheasant
White Wine;Vernaccia;Pesto
White Wine;Vermentino;Pesto
Sparkling Wine;Sparkling Wine, Dry;Pesto
White Wine;Soave (Superiore);Pesto
White Wine;Sauvignon Blanc;Pesto
White Wine;Pinot Gris;Pesto
White Wine;Pinot Grigio;Pesto
White Wine;Meursault;Pesto
White Wine;Greco di Tufo, White;Pesto
White Wine;Gavi/Cortese di Gavi (DOCG);Pesto
Red Wine;Dolcetto;Pesto
White Wine;Chardonnay, Unoaked;Pesto
White Wine;Chablis;Pesto
White Wine;Chateauneuf du Pape, White;Pesto
White Wine;Burgundy, White;Pesto
Red Wine;Barbera DOC;Pesto
Liquor;Brandy;Persimmons
White Wine;Riesling;Perogies
Red Wine;Pinot Noir;Perogies
Beer;Pilsner;Perogies
White Wine;Chardonnay;Perogies
Beer;Amber Ale;Perogies
Red Wine;Montepulciano d'Abruzzo;Pepperoni Pizza
Red Wine;Merlot;Pepperoni Pizza
Beer;Lager;Pepperoni Pizza
Beer;Dunkel/Dunkles;Pepperoni Pizza
Red Wine;Chianti DOCG;Pepperoni Pizza
Red Wine;Cotes du Rhone, Red;Pepperoni Pizza
Red Wine;Barbera DOC;Pepperoni Pizza
Beer;American Brown Ale;Pepperoni Pizza
Red Wine;Zinfandel;Peking Duck
Red Wine;Syrah;Peking Duck
Red Wine;Shiraz;Peking Duck
White Wine;Riesling, Auslese;Peking Duck
White Wine;Riesling;Peking Duck
Red Wine;Pinot Noir;Peking Duck
Red Wine;Merlot;Peking Duck
White Wine;Gewurztraminer;Peking Duck
Red Wine;Burgundy, Red;Peking Duck
Red Wine;Zinfandel;Pecorino Cheese
Red Wine;Valpolicella;Pecorino Cheese
Red Wine;Sangiovese;Pecorino Cheese
Port;Port, Tawny;Pecorino Cheese
Red Wine;Merlot;Pecorino Cheese
Beer;English Brown Ale;Pecorino Cheese
Red Wine;Chianti Riserva DOCG;Pecorino Cheese
Red Wine;Chianti Classico, Riserva DOCG;Pecorino Cheese
Red Wine;Chianti Classico DOCG;Pecorino Cheese
Red Wine;Brunello di Montalcino (DOCG);Pecorino Cheese
Red Wine;Barolo;Pecorino Cheese
Red Wine;Amarone;Pecorino Cheese
Dessert Wine;Muscat de Beaumes-de-Venise;Pecans
Fortified Wine;Madeira, Malmsey;Pecans
Fortified Wine;Madeira, Bual;Pecans
Dessert Wine;Ice Wine;Pecans
Sparkling Wine;Prosecco;Pecan Pie
Beer;Imperial Stout;Pecan Pie
Beer;Cream Stout;Pecan Pie
Beer;Baltic Porter;Pecan Pie
Beer;American Stout;Pecan Pie
Beer;Witbier/Belgian White Beer;Peas
Beer;Weisse/Weissbier;Peas
White Wine;Viognier;Peas
White Wine;Sauvignon Blanc;Peas
White Wine;Pouilly Fume;Peas
White Wine;Chenin Blanc;Peas
White Wine;Chardonnay;Peas
White Wine;Burgundy, White;Peas
Sparkling Wine;Sparkling Wine;Pears
Dessert Wine;Sauternes;Pears
White Wine;Riesling;Pears
Dessert Wine;Muscat de Beaumes-de-Venise;Pears
Dessert Wine;Late Harvest Wines;Pears
Dessert Wine;Late Harvest Riesling;Pears
Dessert Wine;Late Harvest Gewurztraminer;Pears
White Wine;Chardonnay;Pears
Dessert Wine;Banyuls;Pears
White Wine;Riesling;Peanuts
Red Wine;Red Wine;Peanuts
Beer;Lager;Peanuts
White Wine;Gewurztraminer;Peanuts
White Wine;Chardonnay;Peanuts
Beer;Saison;Peanut Sauce
Beer;Lager;Peanut Sauce
White Wine;Gewurztraminer;Peanut Sauce
White Wine;Chardonnay;Peanut Sauce
Beer;American Pale Ale;Peanut Sauce
Beer;American India Pale Ale;Peanut Sauce
Beer;American Brown Ale;Peanut Sauce
Beer;American Amber Lager;Peanut Sauce
Sparkling Wine;Sparkling Wine;Peaches
Sherry;Sherry, Sweet;Peaches
Dessert Wine;Sauternes;Peaches
Port;Port, Tawny;Peaches
Dessert Wine;Muscat de Beaumes-de-Venise;Peaches
Fortified Wine;Madeira;Peaches
Fortified Wine;Madeira;Peaches
Dessert Wine;Ice Wine;Peaches
Sparkling Wine;Asti (DOCG), Frizzante or Spumante;Peaches
Liquor;Amaretto;Peaches
White Wine;Sauvignon Blanc;Pea Soup
White Wine;Gruner Veltliner;Pea Soup
White Wine;Gewurztraminer;Pea Soup
White Wine;Chardonnay;Pea Soup
Red Wine;Beaujolais;Pea Soup
White Wine;Sauvignon Blanc;Pave Affinois Cheese
White Wine;Sancerre;Pave Affinois Cheese
Red Wine;Zinfandel;Pasta with Tomato Sauce
White Wine;Sauvignon Blanc;Pasta with Tomato Sauce
Red Wine;Sangiovese;Pasta with Tomato Sauce
White Wine;Pinot Grigio;Pasta with Tomato Sauce
Red Wine;Montepulciano;Pasta with Tomato Sauce
Beer;Lager;Pasta with Tomato Sauce
Red Wine;Chianti DOCG;Pasta with Tomato Sauce
Red Wine;Barbera DOC;Pasta with Tomato Sauce
Red Wine;Baco Noir;Pasta with Tomato Sauce
Beer;Amber Ale;Pasta with Tomato Sauce
Beer;Weisse/Weissbier;Pasta with Seafood
White Wine;Soave (Superiore);Pasta with Seafood
Beer;Kolsch;Pasta with Seafood
Beer;Helles;Pasta with Seafood
Red Wine;Zinfandel;Pasta with Sausage
Red Wine;Syrah;Pasta with Sausage
Red Wine;Barbera DOC;Pasta with Sausage
Beer;Tripel;Pasta with Pesto Sauce
Beer;Belgian Strong Golden Ale;Pasta with Pesto Sauce
Red Wine;Pinot Noir;Pasta with Mushrooms
Red Wine;Merlot;Pasta with Mushrooms
Red Wine;Dolcetto d'Alba DOC;Pasta with Mushrooms
Red Wine;Dolcetto;Pasta with Mushrooms
Red Wine;Barbera DOC;Pasta with Mushrooms
Red Wine;Zinfandel;Pasta with Meatballs/Meat Sauce
Red Wine;Valpolicella;Pasta with Meatballs/Meat Sauce
Red Wine;Sangiovese;Pasta with Meatballs/Meat Sauce
Red Wine;Ripasso Valpolicella;Pasta with Meatballs/Meat Sauce
Red Wine;Nero d'Avola;Pasta with Meatballs/Meat Sauce
Red Wine;Nebbiolo;Pasta with Meatballs/Meat Sauce
Red Wine;Montepulciano d'Abruzzo;Pasta with Meatballs/Meat Sauce
Red Wine;Merlot;Pasta with Meatballs/Meat Sauce
Red Wine;Dolcetto d'Alba DOC;Pasta with Meatballs/Meat Sauce
Red Wine;Chianti DOCG;Pasta with Meatballs/Meat Sauce
Red Wine;Chianti Classico DOCG;Pasta with Meatballs/Meat Sauce
Beer;Belgian Pale Ale;Pasta with Meatballs/Meat Sauce
Red Wine;Barbera d'Asti (DOC);Pasta with Meatballs/Meat Sauce
Red Wine;Barbera d'Alba (DOC);Pasta with Meatballs/Meat Sauce
Beer;American Amber Ale;Pasta with Meatballs/Meat Sauce
Red Wine;Aglianico;Pasta with Meatballs/Meat Sauce
Red Wine;Barbera DOC;Pasta with Artichokes
White Wine;Viognier;Pasta with a Creamy Seafood Sauce
White Wine;Chardonnay;Pasta with a Creamy Seafood Sauce
White Wine;Soave (Superiore);Pasta with a Clam Sauce
White Wine;Burgundy, White;Pasta with a Clam Sauce
Beer;Tripel;Pasta with a Cheese Sauce
White Wine;Pinot Gris;Pasta with a Cheese Sauce
White Wine;Pinot Grigio;Pasta with a Cheese Sauce
Beer;Doppelbock;Pasta with a Cheese Sauce
Red Wine;Dolcetto;Pasta with a Cheese Sauce
Red Wine;Chianti DOCG;Pasta with a Cheese Sauce
Beer;Biere De Garde;Pasta with a Cheese Sauce
Red Wine;Barbera DOC;Pasta with a Cheese Sauce
White Wine;Pinot Grigio;Pasta Salad
White Wine;Sauvignon Blanc;Pasta Primavera
Sparkling Wine;Prosecco;Pasta Primavera
White Wine;Pinot Grigio;Pasta Primavera
Red Wine;Zinfandel;Pasta Bolognese
Red Wine;Sangiovese;Pasta Bolognese
Red Wine;Merlot;Pasta Bolognese
Red Wine;Chianti DOCG;Pasta Bolognese
Red Wine;Cabernet Sauvignon;Pasta Bolognese
Beer;Tripel;Pasta Alla Carbonara
White Wine;Pinot Grigio;Pasta Alla Carbonara
White Wine;Pinot Bianco;Pasta Alla Carbonara
White Wine;Oriveto Classico Superiore (DOC);Pasta Alla Carbonara
Beer;Doppelbock;Pasta Alla Carbonara
Red Wine;Chianti Classico DOCG;Pasta Alla Carbonara
Beer;Biere De Garde;Pasta Alla Carbonara
Red Wine;Barbera d'Alba (DOC);Pasta Alla Carbonara
Red Wine;Amarone;Pasta Alla Carbonara
White Wine;Chardonnay;Pasta Al Fredo
Red Wine;Sangiovese;Pasta
Red Wine;Primitivo;Pasta
Beer;Lager;Pasta
Red Wine;Chianti DOCG;Pasta
Red Wine;Barbera DOC;Pasta
Beer;Amber Ale;Pasta
Sparkling Wine;Sparkling Wine;Passion Fruit
Dessert Wine;Sauternes;Passion Fruit
Dessert Wine;Muscat;Passion Fruit
Dessert Wine;Late Harvest Wines;Passion Fruit
Sparkling Wine;Champagne;Passion Fruit
Red Wine;Zinfandel;Pasilla Chilie
Red Wine;Cabernet Sauvignon;Pasilla Chilie
Beer;Trappist;Partridge
Beer;Dubbel;Partridge
Beer;Biere De Garde;Partridge
Beer;Abbey Beer;Partridge
Red Wine;Cotes du Rhone, Red;Parsnips
White Wine;Sauvignon Blanc;Parsley
Red Wine;Barbera d'Asti (DOC);Parmesan Gougeres
Red Wine;Zinfandel;Parmesan Cheese
Red Wine;Valpolicella;Parmesan Cheese
Red Wine;Super Tuscan;Parmesan Cheese
Sherry;Sherry, Fino;Parmesan Cheese
Sherry;Sherry, Cream;Parmesan Cheese
Liquor;Scotch, Blended;Parmesan Cheese
Red Wine;Sangiovese;Parmesan Cheese
Sparkling Wine;Prosecco;Parmesan Cheese
Beer;Pale Ale;Parmesan Cheese
Other;Marc De Bourgogne;Parmesan Cheese
Beer;Lager;Parmesan Cheese
Beer;India Pale Ale - IPA;Parmesan Cheese
Red Wine;Chianti DOCG;Parmesan Cheese
White Wine;Chardonnay;Parmesan Cheese
Sparkling Wine;Champagne, Dry;Parmesan Cheese
Liquor;Calvados, Basse-Normandie;Parmesan Cheese
Red Wine;Cabernet Sauvignon;Parmesan Cheese
Red Wine;Brunello di Montalcino (DOCG);Parmesan Cheese
Red Wine;Barolo;Parmesan Cheese
Red Wine;Barbera DOC;Parmesan Cheese
Red Wine;Barbaresco DOCG;Parmesan Cheese
Beer;Amber Ale;Parmesan Cheese
Red Wine;Amarone;Parmesan Cheese
Red Wine;Zinfandel;Paprika
Red Wine;Merlot;Paprika
Beer;Lager;Paprika
White Wine;Albarino;Paprika
White Wine;Viognier;Papaya
White Wine;Riesling;Papaya
Dessert Wine;Late Harvest Wines;Papaya
Pop;Gingerale;Papaya
White Wine;Chardonnay;Papaya
Beer;Sweet Fruit Beer;Panna Cotta
Beer;Oatmeal Stout;Panna Cotta
Beer;Imperial Stout;Panna Cotta
Beer;Baltic Porter;Panna Cotta
Beer;American Stout;Panna Cotta
White Wine;Sauvignon Blanc;Pan Fried Fish
Beer;Hellesbock;Paella
Beer;Dortmunder Export;Paella
Beer;British Bitter;Paella
Beer;Biere De Garde;Paella
Beer;Belgian Strong Golden Ale;Paella
Beer;Wheat Beer;Pad Thai
White Wine;Sauvignon Blanc;Pad Thai
White Wine;Gewurztraminer, Alsace;Pad Thai
Beer;Trappist;Pate
Beer;Dubbel;Pate
White Wine;Burgundy, White;Pate
Beer;British Brown Ale;Pate
Beer;Biere De Garde;Pate
Red Wine;Beaujolais;Pate
Beer;American Brown Ale;Pate
Beer;Abbey Beer;Pate
Rose;Cotes de Provence, Rose AOC;Pelardon Cheese
Red Wine;Bellet, Red AOC;Pelardon Cheese
Red Wine;Bandol, Red AOC;Pelardon Cheese
Liquor;Vodka;Oysters Rockefeller
Sparkling Wine;Champagne;Oysters Rockefeller
White Wine;Vinho Verde;Oysters Raw
Sparkling Wine;Sparkling Wine;Oysters Raw
Sherry;Sherry, Manzanilla;Oysters Raw
Sherry;Sherry, Fino;Oysters Raw
Sherry;Sherry, Dry;Oysters Raw
White Wine;Savennieres;Oysters Raw
White Wine;Sauvignon Blanc;Oysters Raw
White Wine;Sancerre;Oysters Raw
White Wine;Riesling;Oysters Raw
White Wine;Pinot Grigio;Oysters Raw
White Wine;Pinot Blanc;Oysters Raw
White Wine;Muscadet;Oysters Raw
White Wine;Chardonnay, Unoaked;Oysters Raw
White Wine;Chablis;Oysters Raw
Sparkling Wine;Cava;Oysters Raw
White Wine;Burgundy, White;Oysters Raw
White Wine;Bordeaux AOC White;Oysters Raw
White Wine;Aligote;Oysters Raw
White Wine;Albarino;Oysters Raw
White Wine;Chardonnay;Oysters in a Butter Cream Sauce
White Wine;Burgundy, White;Oysters in a Butter Cream Sauce
Liquor;Vodka;Oysters
White Wine;Vinho Verde;Oysters
White Wine;Tocai Friulano;Oysters
Beer;Stout;Oysters
Sparkling Wine;Sparkling Wine;Oysters
White Wine;Sauvignon Blanc;Oysters
White Wine;Sauvignon Blanc;Oysters
White Wine;Sauvignon Blanc;Oysters
White Wine;Sancerre;Oysters
Beer;Sake;Oysters
White Wine;Riesling;Oysters
Red Wine;Red Wine;Oysters
Beer;Porter;Oysters
White Wine;Pinot Grigio;Oysters
White Wine;Pinot Blanc;Oysters
Beer;Pilsner;Oysters
White Wine;Muscadet;Oysters
Beer;Lager;Oysters
Beer;Kolsch;Oysters
Beer;Helles;Oysters
Beer;Gueuze;Oysters
Beer;Flanders Red Ale;Oysters
Beer;Cider;Oysters
White Wine;Chenin Blanc;Oysters
White Wine;Chardonnay, Unoaked;Oysters
Sparkling Wine;Champagne, Dry;Oysters
Sparkling Wine;Champagne, Blanc de blancs;Oysters
Sparkling Wine;Champagne;Oysters
White Wine;Chablis;Oysters
White Wine;Burgundy, White;Oysters
White Wine;Bordeaux AOC White;Oysters
White Wine;Aligote;Oysters
White Wine;Albarino;Oysters
White Wine;Semillon;Oyster Mushrooms
White Wine;Sauvignon Blanc;Oyster Mushrooms
White Wine;Chablis;Oyster Belon
Red Wine;Zinfandel;Oxtails
Beer;Trappist;Oxtails
Red Wine;Syrah;Oxtails
Red Wine;Shiraz;Oxtails
Sherry;Sherry, Amontillado;Oxtails
Beer;Scotch Ale;Oxtails
Red Wine;Ribera del Duero, Red;Oxtails
Beer;Old Ale;Oxtails
Red Wine;Merlot;Oxtails
Beer;Dubbel;Oxtails
Beer;Doppelbock;Oxtails
Beer;Dark Ale;Oxtails
Red Wine;Chateauneuf du Pape, Red;Oxtails
Red Wine;Burgundy, Red;Oxtails
Red Wine;Brunello di Montalcino (DOCG);Oxtails
Beer;British Brown Ale;Oxtails
Red Wine;Barolo;Oxtails
Beer;Barley Wine;Oxtails
Red Wine;Barbaresco DOCG;Oxtails
Beer;American Brown Ale;Oxtails
Beer;Abbey Beer;Oxtails
Red Wine;Cabernet Sauvignon;Ostrich Burgers
Beer;Tripel;Ostrich
Beer;Hellesbock;Ostrich
Beer;Dortmunder Export;Ostrich
Red Wine;Cabernet Sauvignon;Ostrich
Beer;Biere De Garde;Ostrich
Red Wine;Zinfandel;Osso Buco
Red Wine;Valpolicella;Osso Buco
Beer;Trappist;Osso Buco
Red Wine;Syrah;Osso Buco
Red Wine;Super Tuscan;Osso Buco
Red Wine;Shiraz;Osso Buco
Beer;Scotch Ale;Osso Buco
Red Wine;Pinot Noir;Osso Buco
Red Wine;Merlot;Osso Buco
Beer;Dubbel;Osso Buco
Beer;Doppelbock;Osso Buco
Red Wine;Dolcetto d'Alba DOC;Osso Buco
Red Wine;Chianti Classico DOCG;Osso Buco
Red Wine;Cabernet Sauvignon;Osso Buco
Red Wine;Brunello di Montalcino (DOCG);Osso Buco
Red Wine;Barolo;Osso Buco
Red Wine;Barbera DOC;Osso Buco
Red Wine;Barbaresco DOCG;Osso Buco
Beer;Abbey Beer;Osso Buco
Red Wine;Madiran AOC;Ossau Iraty
Dessert Wine;Jurancon, Sweet AOC;Ossau Iraty
Red Wine;Zinfandel;Oregano
Red Wine;Syrah;Oregano
Red Wine;Shiraz;Oregano
White Wine;Sauvignon Blanc;Oregano
Red Wine;Nebbiolo;Oregano
Red Wine;Merlot;Oregano
Red Wine;Gigondas;Oregano
Red Wine;Dolcetto;Oregano
Red Wine;Chianti DOCG;Oregano
Red Wine;Chateauneuf du Pape, Red;Oregano
Red Wine;Cabernet Sauvignon;Oregano
Beer;Beer;Oregano
Tea;Tea;Oranges
Dessert Wine;Sauternes;Oranges
White Wine;Riesling;Oranges
Dessert Wine;Muscat, Orange;Oranges
Dessert Wine;Ice Wine;Oranges
Sparkling Wine;Champagne;Oranges
Dessert Wine;Muscat, Orange;Orange Flavoured Custard Desserts
Rose;Rose;Onions Raw
Beer;Beer;Onions Raw
Beer;Ale;Onions Raw
White Wine;Pinot Blanc;Onion Tart
Beer;Oktoberfest Marzen;Onion Tart
Beer;Dunkel/Dunkles;Onion Tart
Beer;Biere De Garde;Onion Tart
Beer;American Amber Lager;Onion Tart
Red Wine;Tempranillo;Onion
Red Wine;Syrah;Onion
Sparkling Wine;Sparkling Wine;Onion
Red Wine;Shiraz;Onion
Rose;Rose;Onion
White Wine;Pinot Gris, Alsace;Onion
White Wine;Pinot Blanc Alsace;Onion
White Wine;Pinot Blanc;Onion
Red Wine;Merlot;Onion
White Wine;Gruner Veltliner;Onion
White Wine;Gewurztraminer, Alsace;Onion
White Wine;Chardonnay;Onion
Sparkling Wine;Champagne;Onion
Red Wine;Cotes du Rhone, Red;Onion
White Wine;Burgundy, White;Onion
Beer;Beer;Onion
Red Wine;Beaujolais;Onion
Beer;Witbier/Belgian White Beer;Omelets
White Wine;White Wine, Oaked;Omelets
Beer;Wheat Beer;Omelets
Beer;Weisse/Weissbier;Omelets
Juice;Tomatoe Based Drinks;Omelets
Sparkling Wine;Sparkling Wine;Omelets
White Wine;Soave (Superiore);Omelets
White Wine;Pinot Gris, Alsace;Omelets
Sparkling Wine;Champagne;Omelets
Red Wine;Beaujolais;Omelets
Beer;American Wheat Beer;Omelets
White Wine;Sauvignon Blanc;Omelet with Vegetables
Rose;Rose;Omelet with Vegetables
White Wine;Chardonnay, Unoaked;Omelet with Smoked Salmon
White Wine;Chardonnay, Unoaked;Omelet with Lobster
White Wine;Burgundy, White;Omelet with Lobster
White Wine;Riesling;Omelet with Ham and Mushroom
Red Wine;Pinot Noir;Omelet with Ham and Mushroom
White Wine;Pinot Gris;Omelet with Ham and Mushroom
Other;Cotes du Rhone, Red/White;Omelet with Ham and Mushroom
Beer;Witbier/Belgian White Beer;Omelet with Cheese
Beer;Wheat Beer;Omelet with Cheese
Beer;Weisse/Weissbier;Omelet with Cheese
White Wine;Pinot Blanc Alsace;Omelet with Cheese
Beer;Kolsch;Omelet with Cheese
Beer;Helles;Omelet with Cheese
White Wine;Chenin Blanc;Omelet with Cheese
White Wine;Chardonnay, Unoaked;Omelet with Cheese
Beer;American Wheat Beer;Omelet with Cheese
Liquor;Vodka;Olives
Liquor;Vermouth, Dry;Olives
Beer;Tripel;Olives
Sparkling Wine;Sparkling Wine;Olives
Sherry;Sherry, Manzanilla;Olives
Sherry;Sherry, Fino;Olives
Sherry;Sherry, Amontillado;Olives
White Wine;Sauvignon Blanc;Olives
Rose;Rose;Olives
Red Wine;Rioja, Red;Olives
White Wine;Riesling;Olives
White Wine;Gewurztraminer;Olives
Beer;Dubbel;Olives
Red Wine;Cotes du Rhone, Red;Olives
Beer;Biere De Garde;Olives
Beer;Beer;Olives
White Wine;Albarino;Olives
Beer;Witbier/Belgian White Beer;Octopus
Beer;Weisse/Weissbier;Octopus
Beer;Tripel;Octopus
Beer;Belgian Strong Golden Ale;Octopus
Dessert Wine;Vin Santo;Nutty Desserts
Sparkling Wine;Sparkling Wine;Nutty Desserts
Sherry;Sherry, PX;Nutty Desserts
Sherry;Sherry, Oloroso;Nutty Desserts
Sherry;Sherry, Cream;Nutty Desserts
Sparkling Wine;Prosecco;Nutty Desserts
Port;Port, Vintage;Nutty Desserts
Port;Port, Tawny;Nutty Desserts
Dessert Wine;Muscat, Alsace;Nutty Desserts
Fortified Wine;Madeira;Nutty Desserts
Dessert Wine;Late Harvest Wines;Nutty Desserts
Dairy;Hot Chocolate;Nutty Desserts
White Wine;Chardonnay;Nutty Desserts
Sparkling Wine;Champagne, Demi-Sec;Nutty Desserts
Dessert Wine;Banyuls;Nutty Desserts
Sparkling Wine;Asti (DOCG), Frizzante or Spumante;Nutty Desserts
Liquor;Amaretto;Nutty Desserts
Red Wine;Zinfandel;Nuts
Sparkling Wine;Sparkling Wine, Demi-Sec;Nuts
Sherry;Sherry, Oloroso;Nuts
Sherry;Sherry, Fino;Nuts
Sherry;Sherry, Amontillado;Nuts
Port;Port, Vintage;Nuts
Port;Port, Tawny;Nuts
Red Wine;Pinot Noir;Nuts
Red Wine;Merlot;Nuts
Fortified Wine;Madeira;Nuts
Beer;English Brown Ale;Nuts
Beer;Dubbel;Nuts
Beer;Doppelbock;Nuts
Red Wine;Chianti DOCG;Nuts
White Wine;Chardonnay;Nuts
Beer;British Brown Ale;Nuts
Red Wine;Beaujolais;Nuts
Beer;Ale;Nuts
Red Wine;Zinfandel;Nutmeg
White Wine;Viognier;Nutmeg
Red Wine;Syrah;Nutmeg
Red Wine;Shiraz;Nutmeg
Red Wine;Pinot Noir;Nutmeg
White Wine;Pinot Blanc;Nutmeg
Red Wine;Merlot;Nutmeg
Dairy;Hot Chocolate;Nutmeg
White Wine;Chardonnay;Nutmeg
Red Wine;Cabernet Sauvignon;Nutmeg
White Wine;Burgundy, White;Nutmeg
Dessert Wine;Vin Santo;Nut Desserts
Sparkling Wine;Prosecco;Nut Desserts
Dessert Wine;Muscat, Orange;Nut Desserts
Dessert Wine;Muscat, Black;Nut Desserts
White Wine;Pinot Gris;New England Clam Chowder
White Wine;Pinot Grigio;New England Clam Chowder
White Wine;Chardonnay;New England Clam Chowder
White Wine;Chablis;New England Clam Chowder
White Wine;Burgundy, White;New England Clam Chowder
White Wine;Vouvray;Nectarines
Sparkling Wine;Sparkling Wine;Nectarines
Dessert Wine;Sauternes;Nectarines
Dessert Wine;Riesling, Late Harvest;Nectarines
Dessert Wine;Muscat de Beaumes-de-Venise;Nectarines
Dessert Wine;Moscato d'Asti;Nectarines
Dessert Wine;Ice Wine;Nectarines
Sparkling Wine;Champagne, Demi-Sec;Nectarines
Dessert Wine;Barsac;Nectarines
Red Wine;Zinfandel;Nachos
Beer;Wheat Beer;Nachos
Sparkling Wine;Sparkling Wine;Nachos
Liquor;Margarita;Nachos
Beer;Lager;Nachos
Beer;Irish Stout;Nachos
Beer;American Pale Ale;Nachos
Beer;American India Pale Ale;Nachos
Beer;American Amber Ale;Nachos
Red Wine;Zinfandel;Mustard
Red Wine;Syrah;Mustard
Red Wine;Shiraz;Mustard
White Wine;Sancerre;Mustard
Red Wine;Pinot Noir;Mustard
White Wine;Pinot Gris;Mustard
White Wine;Pinot Grigio;Mustard
Red Wine;Merlot;Mustard
Beer;Cider;Mustard
